Player,Pos,Team,Num,Height,Weight,DOB
"Oruwariye, Amani",CB,JAC,27,"6'2""",205 lbs,2/9/96
"Orzech, Matt",LS,GB,42,"6'3""",245 lbs,4/12/95
"Osborn, K.J.",WR,NE,-,"5'11""",203 lbs,6/10/97
"Ossai, Joseph",DE,CIN,58,"6'4""",263 lbs,4/13/00
"Otomewo, Esezi",DL,JAC,92,"6'5""",282 lbs,12/30/98
"Ott, Tyler",LS,WAS,69,"6'3""",252 lbs,2/28/92
"Otton, Cade",TE,TB,88,"6'5""",247 lbs,4/15/99
"Overshown, DeMarvion",LB,DAL,35,"6'2""",220 lbs,8/13/00
"Oweh, Odafe",LB,BAL,99,"6'5""",257 lbs,12/15/98
"Owens, Gervarrius",S,NYG,39,"6'0""",200 lbs,10/14/99
"Owens, Jonathan",DB,CHI,-,"5'11""",210 lbs,7/22/95
"Owusu-Koramoah, Jeremiah",LB,CLE,6,"6'2""",221 lbs,11/4/99
"Oyelola, Ayo",S,JAC,35,"5'11""",213 lbs,10/19/98
"Pace Jr., Ivan",LB,MIN,40,"5'10""",231 lbs,12/16/00
"Pacheco, Isiah",RB,KC,10,"5'10""",216 lbs,3/2/99
"Palczewski, Alex",OT,DEN,63,"6'6""",314 lbs,8/3/99
"Palmer, Joshua",WR,LAC,5,"6'1""",210 lbs,9/22/99
"Palmer, Trey",WR,TB,10,"6'1""",190 lbs,4/2/01
"Pappoe, Owen",LB,ARI,44,"6'0""",225 lbs,9/29/00
"Parham, Dylan",G,LV,66,"6'3""",285 lbs,8/24/99
"Parham Jr., Donald",TE,LAC,89,"6'8""",237 lbs,8/16/97
"Parker, AJ",CB,CAR,37,"5'11""",178 lbs,2/15/98
"Parker, Brandon",OT,SF,-,"6'8""",320 lbs,10/21/95
"Parker, DeVante",WR,PHI,-,"6'3""",215 lbs,1/20/93
"Parsons, Micah",LB,DAL,11,"6'3""",245 lbs,5/26/99
"Pascal, Zach",WR,ARI,0,"6'2""",215 lbs,12/18/94
"Paschal, Josh",DL,DET,93,"6'3""",274 lbs,12/17/99
"Patrick, Jacques",RB,NYJ,31,"6'2""",231 lbs,1/7/97
"Patrick, Tim",WR,DEN,12,"6'4""",212 lbs,11/23/93
"Patterson, Cordarrelle",RB,PIT,-,"6'2""",220 lbs,3/17/91
"Patterson, Jaret",RB,LAC,34,"5'8""",195 lbs,12/23/99
"Patterson, Jarrett",C,HOU,68,"6'4""",310 lbs,9/1/99
"Patterson, Riley",K,JAC,-,"6'0""",190 lbs,9/7/99
"Paul, Chris",G,WAS,75,"6'4""",324 lbs,11/19/98
"Paye, Kwity",DE,IND,51,"6'3""",265 lbs,11/19/98
"Payne, Daron",DT,WAS,94,"6'3""",320 lbs,5/27/97
"Pearson, Henry",FB,GB,44,"6'2""",249 lbs,11/23/99
"Peart, Matt",OT,DEN,-,"6'7""",315 lbs,6/11/97
"Pederson, Josh",TE,JAC,87,"6'5""",235 lbs,9/22/97
"Peevy, Jayden",DT,CLE,-,"6'5""",308 lbs,9/3/99
"Peko, Kyle",DT,TEN,95,"6'1""",305 lbs,7/23/93
"Penisini, John",DT,NO,76,"6'2""",325 lbs,5/31/97
"Pennel Jr., Mike",NT,KC,-,"6'4""",332 lbs,5/9/91
"Penning, Trevor",OT,NO,70,"6'7""",325 lbs,5/15/99
"Peoples-Jones, Donovan",WR,DET,19,"6'2""",204 lbs,2/19/99
"Pepper, Taybor",LS,SF,46,"6'4""",245 lbs,5/28/94
"Peppers, Jabrill",DB,NE,5,"5'11""",217 lbs,10/4/95
"Perales, David",LB,PIT,-,"6'3""",255 lbs,4/9/99
"Perine, La'Mical",RB,KC,29,"5'11""",216 lbs,1/30/98
"Perine, Samaje",RB,DEN,25,"5'10""",236 lbs,9/16/95
"Perkins, Ronnie",DE,DEN,51,"6'3""",253 lbs,9/29/99
"Perry, A.T.",WR,NO,17,"6'5""",205 lbs,10/26/99
"Perry, E.J.",QB,JAC,-,"6'2""",210 lbs,1/1/98
"Perryman, Denzel",LB,LAC,-,"5'11""",240 lbs,12/5/92
"Peterman, Nathan",QB,NO,-,"6'2""",225 lbs,5/4/94
"Peters, Jason",OT,SEA,70,"6'4""",328 lbs,1/22/82
"Petit-Frere, Nicholas",OL,TEN,78,"6'5""",316 lbs,9/15/99
"Pettis, Dante",WR,CHI,-,"6'1""",195 lbs,10/23/95
"Pettway, La'Michael",TE,NE,46,"6'2""",245 lbs,3/20/97
"Pharms Jr., Jeremiah",DL,NE,70,"6'3""",300 lbs,10/16/96
"Phelps, Lonnie",DE,CLE,63,"6'2""",247 lbs,8/24/00
"Philips, Kyle",WR,TEN,18,"5'11""",189 lbs,6/17/99
"Phillips, Del'Shawn",LB,HOU,-,"6'2""",230 lbs,10/9/96
"Phillips, Harrison",DL,MIN,97,"6'3""",307 lbs,1/25/96
"Phillips, Jaelan",LB,MIA,15,"6'5""",263 lbs,5/28/99
"Phillips, Tyre",OT,NYG,79,"6'5""",330 lbs,1/29/97
"Phillips III, Clark",CB,ATL,34,"5'10""",183 lbs,12/19/01
"Pickens, George",WR,PIT,14,"6'3""",200 lbs,3/4/01
"Pickens, Zacch",DL,CHI,96,"6'4""",300 lbs,3/6/00
"Pickett, Kenny",QB,PHI,8,"6'3""",220 lbs,6/6/98
"Pierce, Alec",WR,IND,14,"6'3""",211 lbs,5/2/00
"Pierce, Chris",TE,CAR,48,"6'4""",235 lbs,11/2/98
"Pierce, Dameon",RB,HOU,31,"5'10""",218 lbs,2/1/00
"Pierce, Michael",NT,BAL,58,"6'0""",355 lbs,11/6/92
"Pierre, James",DB,WAS,-,"6'2""",185 lbs,9/16/96
"Pili, Brandon",DT,MIA,96,"6'3""",319 lbs,4/2/99
"Pineiro, Eddy",K,CAR,4,"5'11""",190 lbs,9/13/95
"Pinion, Bradley",P,ATL,13,"6'5""",229 lbs,6/1/94
"Pinnock, Jason",S,NYG,27,"6'0""",200 lbs,6/30/99
"Pinter, Danny",G,IND,63,"6'4""",301 lbs,6/19/96
"Pipkins III, Trey",OT,LAC,79,"6'6""",307 lbs,9/5/96
"Pitre, Jalen",S,HOU,5,"5'11""",198 lbs,6/3/99
"Pittman, Anthony",LB,WAS,57,"6'3""",242 lbs,11/24/96
"Pittman Jr., Michael",WR,IND,11,"6'4""",223 lbs,10/5/97
"Pitts, Kyle",TE,ATL,8,"6'6""",246 lbs,10/6/00
"Pitts, Thyrick",WR,GB,16,"6'2""",201 lbs,4/8/01
"Pleasants, Austen",OL,ARI,-,"6'7""",328 lbs,8/22/97
"Pocic, Ethan",C,CLE,55,"6'6""",320 lbs,8/5/95
"Podlesny, Jack",K,GB,6,"6'0""",195 lbs,3/16/00
"Poe, Jason",C,PHI,-,"6'1""",300 lbs,7/27/98
"Pola-Mao, Isaiah",S,LV,20,"6'4""",205 lbs,6/30/99
"Pollard, Tony",RB,TEN,-,"6'0""",209 lbs,4/30/97
"Porter Jr., Joey",CB,PIT,24,"6'2""",193 lbs,7/26/00
"Potoa'e, Benning",DT,WAS,79,"6'3""",290 lbs,9/17/96
"Powell, Brandon",WR,MIN,-,"5'8""",181 lbs,9/12/95
"Powell, Cornell",WR,KC,14,"6'0""",204 lbs,10/30/97
"Powers, Ben",G,DEN,74,"6'4""",310 lbs,10/29/96
"Poyer, Jordan",DB,MIA,-,"6'0""",191 lbs,4/25/91
"Prater, Matt",K,ARI,5,"5'10""",201 lbs,8/10/84
"Pratt, Germaine",LB,CIN,57,"6'3""",250 lbs,5/21/96
"Prentice, Adam",FB,NO,46,"6'0""",245 lbs,1/16/97
"Prescott, Dak",QB,DAL,4,"6'2""",238 lbs,7/29/93
"Previlon, Willington",DT,ATL,-,"6'5""",285 lbs,5/19/97
"Price, Bobby",CB,ARI,26,"6'4""",205 lbs,4/25/98
"Pride, Troy",CB,HOU,28,"5'11""",195 lbs,1/19/98
"Prince, Deneric",RB,KC,34,"6'0""",216 lbs,4/11/00
"Prince, Gerrit",TE,KC,-,"6'5""",240 lbs,8/25/97
"Proche II, James",WR,CLE,11,"5'11""",193 lbs,9/21/96
"Pryor, Joshua",DE,WAS,59,"6'4""",280 lbs,10/25/99
"Pryor, Kendric",WR,CIN,19,"5'11""",189 lbs,1/6/98
"Pryor, Matt",OT,CHI,-,"6'7""",332 lbs,12/16/94
"Pugh, Justin",G,NYG,67,"6'5""",311 lbs,8/15/90
"Purdy, Brock",QB,SF,13,"6'1""",220 lbs,12/27/99
"Quarterman, Shaquille",LB,JAC,50,"6'0""",240 lbs,10/28/97
"Queen, Patrick",LB,PIT,-,"6'0""",230 lbs,8/13/99
"Quessenberry, David",OT,MIN,-,"6'5""",310 lbs,8/24/90
"Quitoriano, Teagan",TE,HOU,84,"6'6""",258 lbs,3/15/00
"Rader, Kevin",TE,TEN,86,"6'4""",250 lbs,4/26/95
"Radunz, Dillon",OL,TEN,75,"6'6""",301 lbs,3/28/98
"Ragnow, Frank",C,DET,77,"6'5""",310 lbs,5/17/96
"Raimann, Bernhard",OT,IND,79,"6'6""",303 lbs,9/23/97
"Ramczyk, Ryan",OT,NO,71,"6'6""",314 lbs,4/22/94
"Ramirez, Jose",LB,TB,33,"6'2""",252 lbs,5/9/99
"Ramsey, Jalen",CB,MIA,5,"6'1""",208 lbs,10/24/94
"Rankins, Sheldon",DT,CIN,-,"6'2""",305 lbs,4/4/94
"Rapp, Taylor",S,BUF,20,"6'0""",208 lbs,12/22/97
"Ray, Labryan",DT,CAR,93,"6'4""",290 lbs,12/5/97
"Raymond, Kalif",WR,DET,11,"5'8""",180 lbs,8/8/94
"Reader, DJ",NT,DET,-,"6'3""",335 lbs,7/1/94
"Reagor, Jalen",WR,NE,83,"5'11""",197 lbs,1/2/99
"Reaves, Jeremy",DB,WAS,-,"5'11""",200 lbs,8/29/96
"Reddick, Haason",LB,NYJ,7,"6'1""",240 lbs,9/22/94
"Redwine, Sheldrick",DB,DAL,36,"6'0""",196 lbs,11/6/96
"Reed, D.J.",CB,NYJ,4,"5'9""",188 lbs,11/11/96
"Reed, Jarran",NT,SEA,90,"6'3""",306 lbs,12/16/92
"Reed, Jayden",WR,GB,11,"5'11""",187 lbs,4/28/00
"Reed II, Jerrick",S,SEA,32,"5'9""",196 lbs,8/7/00
"Reese IV, Otis",LB,TEN,41,"6'3""",214 lbs,7/2/98
"Rees-Zammit, Louis",RB,KC,-,"6'3""",209 lbs,2/2/01
"Reeves-Maybin, Jalen",LB,DET,42,"6'1""",226 lbs,1/31/95
"Reid, Justin",S,KC,20,"6'1""",207 lbs,2/15/97
"Reiff, Riley",OL,NE,74,"6'6""",310 lbs,12/1/88
"Remigio, Nikko",WR,KC,-,"5'9""",187 lbs,4/11/99
"Reynolds, Craig",RB,DET,13,"5'11""",216 lbs,6/15/96
"Reynolds, Josh",WR,DEN,-,"6'3""",194 lbs,2/16/95
"Rhattigan, Jon",LB,SEA,59,"6'0""",236 lbs,2/2/99
"Rhodes, Luke",LS,IND,46,"6'2""",238 lbs,12/2/92
"Rhyan, Sean",G,GB,75,"6'5""",321 lbs,9/15/00
"Ricard, Patrick",FB,BAL,42,"6'3""",305 lbs,5/27/94
"Ricci, Giovanni",TE,CLE,45,"6'3""",240 lbs,10/16/96
"Rice, Monty",LB,NO,59,"6'0""",233 lbs,1/8/99
"Rice, Rashee",WR,KC,4,"6'1""",204 lbs,4/22/00
"Richards, Asim",OL,DAL,76,"6'4""",307 lbs,10/2/00
"Richardson, Anthony",QB,IND,5,"6'4""",244 lbs,5/22/02
"Ricks, Eli",CB,PHI,39,"6'2""",188 lbs,9/26/01
"Ridder, Desmond",QB,ARI,9,"6'3""",207 lbs,8/31/99
"Ridgeway, John",DT,WAS,91,"6'5""",321 lbs,5/7/99
"Ridley, Calvin",WR,TEN,0,"6'1""",190 lbs,12/20/94
"Riley, Duke",LB,MIA,45,"6'1""",227 lbs,8/9/94
"Riley, Jordon",DL,NYG,95,"6'5""",315 lbs,5/19/98
"Ringo, Kelee",CB,PHI,22,"6'2""",207 lbs,6/27/02
"Rivers, Ronnie",RB,LAR,20,"5'9""",195 lbs,1/31/99
"Roach, Malcolm",DT,DEN,-,"6'3""",290 lbs,6/9/98
"Robbins, Brad",P,CIN,10,"6'1""",205 lbs,10/6/98
"Roberts, Elandon",LB,PIT,50,"6'1""",238 lbs,4/22/94
"Roberts, Sam",DL,NE,96,"6'5""",300 lbs,4/14/98
"Robertson, Amik",DB,DET,-,"5'9""",183 lbs,7/6/98
"Robertson-Harris, Roy",DL,JAC,95,"6'5""",290 lbs,7/23/93
"Robinson, Aaron",CB,NYG,33,"6'1""",195 lbs,11/10/97
"Robinson, A'Shawn",DT,CAR,-,"6'4""",330 lbs,3/21/95
"Robinson, Bijan",RB,ATL,7,"5'11""",215 lbs,1/30/02
"Robinson, Brian",RB,WAS,8,"6'1""",228 lbs,3/22/99
"Robinson, Cam",OL,JAC,74,"6'6""",335 lbs,10/9/95
"Robinson, Curtis",LB,SF,59,"6'3""",235 lbs,6/2/98
"Robinson, Demarcus",WR,LAR,15,"6'1""",203 lbs,9/21/94
"Robinson, Dominique",DL,CHI,90,"6'5""",253 lbs,7/2/98
"Robinson, James",RB,NO,26,"5'9""",219 lbs,8/9/98
"Robinson, Jammie",S,CAR,22,"5'11""",190 lbs,1/24/01
"Robinson, Janarius",DE,LV,97,"6'5""",260 lbs,5/4/98
"Robinson, Mark",LB,PIT,93,"5'11""",235 lbs,8/14/99
"Robinson, Tavius",LB,BAL,95,"6'6""",258 lbs,1/3/99
"Robinson, Tyrese",G,MIN,79,"6'3""",317 lbs,8/21/99
"Robinson, Wan'Dale",WR,NYG,17,"5'8""",185 lbs,1/5/01
"Roby, Bradley",CB,PHI,33,"5'11""",194 lbs,5/1/92
"Rochell, Robert",CB,GB,22,"6'0""",193 lbs,4/26/98
"Rodgers, Aaron",QB,NYJ,8,"6'2""",223 lbs,12/2/83
"Rodgers, Isaiah",CB,PHI,-,"5'10""",170 lbs,1/7/98
"Rodriguez, Malcolm",LB,DET,44,"5'11""",234 lbs,3/29/99
"Rodriguez Jr., Christopher",RB,WAS,23,"5'11""",224 lbs,9/26/00
"Rogers, Armani",TE,WAS,88,"6'5""",225 lbs,12/4/97
"Romo, John Parker",K,MIN,-,"5'11""",188 lbs,8/27/97
"Ross, D'Angelo",CB,HOU,37,"5'9""",190 lbs,10/29/96
"Ross, Josh",LB,BAL,51,"6'0""",229 lbs,10/31/99
"Ross, Justyn",WR,KC,8,"6'4""",210 lbs,12/15/99
"Rourke, Nathan",QB,NE,13,"6'1""",210 lbs,5/24/98
"Rousseau, Greg",DE,BUF,50,"6'6""",266 lbs,4/5/00
"Roy, Bravvion",DT,BAL,93,"6'1""",330 lbs,10/18/96
"Roy, Jaquelin",DL,MIN,93,"6'3""",305 lbs,10/22/00
"Rozeboom, Christian",LB,LAR,56,"6'2""",230 lbs,1/30/97
"Ruckert, Jeremy",TE,NYJ,89,"6'5""",250 lbs,8/11/00
"Rudolph, Mason",QB,TEN,-,"6'5""",235 lbs,7/17/95
"Ruiz, Cesar",C,NO,51,"6'4""",316 lbs,6/14/99
"Rumph II, Chris",LB,LAC,94,"6'2""",244 lbs,10/19/98
"Runyan, Jon",G,NYG,76,"6'4""",307 lbs,8/8/97
"Rupcich, Andrew",OT,TEN,76,"6'6""",318 lbs,4/1/99
"Rush, Cooper",QB,DAL,10,"6'3""",225 lbs,11/21/93
"Rush, Darius",CB,PIT,21,"6'2""",198 lbs,2/22/00
"Russell, Brady",TE,SEA,38,"6'3""",250 lbs,8/31/98
"Russell, Chapelle",LB,PIT,49,"6'1""",230 lbs,1/20/97
"Russell, J.J.",LB,TB,51,"6'1""",225 lbs,10/12/98
"Russey, Kody",OL,NE,66,"6'2""",295 lbs,5/14/98
"Ryan, Sean",WR,BAL,82,"6'3""",200 lbs,1/21/99
"Ryland, Chad",K,NE,37,"6'0""",195 lbs,10/15/99
"Rypien, Brett",QB,CHI,-,"6'2""",202 lbs,7/9/96
"Saldiveri, Nick",OL,NO,64,"6'6""",316 lbs,8/14/00
"Salyer, Jamaree",OL,LAC,68,"6'4""",325 lbs,7/13/00
"Sample, Cam",DE,CIN,96,"6'3""",272 lbs,9/20/99
"Sample, Drew",TE,CIN,89,"6'5""",255 lbs,4/16/96
"Samuel, Curtis",WR,BUF,-,"5'11""",195 lbs,8/11/96
"Samuel, Deebo",WR,SF,19,"6'0""",215 lbs,1/15/96
"Samuel Jr., Asante",CB,LAC,26,"5'10""",180 lbs,10/3/99
"Sanborn, Jack",LB,CHI,57,"6'2""",234 lbs,7/29/00
"Sanchez, Rigoberto",P,IND,8,"6'0""",195 lbs,9/8/94
"Sanders, Braylon",WR,MIA,86,"6'1""",190 lbs,1/21/99
"Sanders, Drew",LB,DEN,41,"6'5""",233 lbs,12/31/00
"Sanders, Jason",K,MIA,7,"5'11""",195 lbs,11/16/95
"Sanders, Miles",RB,CAR,6,"5'11""",210 lbs,5/1/97
"Sanders, Myjai",DE,HOU,41,"6'5""",248 lbs,7/12/98
"Santos, Cairo",K,CHI,8,"5'8""",175 lbs,11/12/91
"Sapp III, Benny",S,GB,48,"5'11""",200 lbs,6/27/00
"Sarell, Foster",OT,LAC,73,"6'6""",322 lbs,8/28/98
"Saubert, Eric",TE,HOU,81,"6'5""",248 lbs,5/1/94
"Saunders, Khalen",DT,NO,99,"6'0""",324 lbs,8/9/96
"Savage, Darnell",S,JAC,-,"5'11""",198 lbs,7/30/97
"Scaife, DJ",C,HOU,60,"6'3""",321 lbs,2/17/00
"Scales, Patrick",LS,CHI,48,"6'3""",226 lbs,2/11/88
"Scharping, Max",G,CIN,74,"6'6""",325 lbs,8/10/96
"Scherff, Brandon",OL,JAC,68,"6'5""",315 lbs,12/26/91
"Schlottmann, Austin",C,NYG,-,"6'6""",300 lbs,9/18/95
"Schmitz Jr., John Michael",C,NYG,61,"6'4""",320 lbs,3/19/99
"Schooler, Brenden",DB,NE,41,"6'1""",210 lbs,5/30/97
"Schoonmaker, Luke",TE,DAL,86,"6'5""",250 lbs,9/28/98
"Schultz, Dalton",TE,HOU,86,"6'5""",244 lbs,7/11/96
"Schwartz, Anthony",WR,MIA,84,"6'0""",186 lbs,9/5/00
"Schweitzer, Wes",OL,NYJ,71,"6'4""",300 lbs,9/11/93
"Scott, Daniel",S,IND,31,"6'1""",208 lbs,10/26/98
"Scott, JK",P,LAC,16,"6'5""",208 lbs,10/30/95
"Scott, Josiah",DB,PIT,-,"5'9""",185 lbs,4/5/99
"Scott, Nick",DB,CAR,-,"5'11""",200 lbs,5/17/95
"Scott, Trent",OT,WAS,73,"6'5""",320 lbs,1/25/94
"Scott, Tyler",WR,CHI,13,"5'11""",185 lbs,10/12/01
"Scott, Zavier",RB,IND,34,"6'1""",219 lbs,7/17/99
"Scott Jr., Eric",CB,DAL,37,"6'0""",197 lbs,8/7/98
"Scruggs, Juice",C,HOU,70,"6'3""",308 lbs,1/19/00
"Seibert, Austin",K,NYJ,15,"5'9""",211 lbs,11/15/96
"Seikovits, Bernhard",TE,ARI,80,"6'5""",262 lbs,7/24/97
"Senat, Deadrin",DL,TB,56,"6'1""",305 lbs,7/22/94
"Sermon, Trey",RB,IND,27,"6'0""",215 lbs,1/30/99
"Settle, Tim",DL,HOU,-,"6'3""",313 lbs,7/11/97
"Seumalo, Isaac",G,PIT,73,"6'4""",303 lbs,10/29/93
"Sewell, Nephi",LB,NO,45,"6'0""",228 lbs,12/19/98
"Sewell, Noah",LB,CHI,44,"6'2""",253 lbs,4/26/02
"Sewell, Penei",OT,DET,58,"6'5""",335 lbs,10/9/00
"Sexton, Mathew",WR,MIA,-,"5'10""",176 lbs,10/17/97
"Seymour, Kevon",CB,BAL,25,"6'0""",188 lbs,11/30/93
"Shaheed, Rashid",WR,NO,22,"6'0""",180 lbs,8/31/98
"Shakir, Khalil",WR,BUF,10,"6'0""",190 lbs,2/3/00
"Shampklin, Aaron",RB,PIT,-,"5'10""",195 lbs,10/18/99
"Sharpe, David",OT,HOU,74,"6'6""",343 lbs,10/21/95
"Shatley, Tyler",OL,JAC,69,"6'3""",305 lbs,5/5/91
"Shavers, Tyrell",WR,BUF,80,"6'4""",211 lbs,8/18/99
"Shelby, Ty",LB,LAC,59,"6'3""",249 lbs,10/14/98
"Shelton, Coleman",C,CHI,-,"6'4""",299 lbs,7/28/95
"Shenker, John Samuel",TE,LV,86,"6'3""",242 lbs,9/2/98
"Shepherd, Nathan",DT,NO,93,"6'4""",315 lbs,10/9/93
"Shepley, Dakoda",OT,DAL,65,"6'5""",290 lbs,12/27/94
"Sherfield, Trent",WR,MIN,-,"6'1""",205 lbs,2/26/96
"Sherman, Will",OL,DEN,78,"6'4""",300 lbs,5/27/99
"Sherwood, Jamien",LB,NYJ,44,"6'2""",216 lbs,1/12/00
"Shorter, Justin",WR,BUF,18,"6'4""",223 lbs,4/17/00
"Sieg, Trent",LS,DAL,44,"6'3""",240 lbs,5/19/95
"Sieler, Zach",DT,MIA,92,"6'6""",300 lbs,9/7/95
"Sills, David",WR,DEN,87,"6'3""",211 lbs,5/29/96
"Sills, Josh",G,IND,65,"6'6""",325 lbs,1/26/98
"Silvera, Nesta Jade",DT,LV,99,"6'2""",315 lbs,1/23/00
"Simmons, Jeffery",DT,TEN,98,"6'4""",305 lbs,7/28/97
"Simpson, John",G,NYJ,-,"6'4""",330 lbs,8/19/97
"Simpson, Trenton",LB,BAL,30,"6'2""",238 lbs,6/14/01
"Sims, Ben",TE,GB,89,"6'5""",250 lbs,5/16/00
"Sims, Cam",WR,CAR,87,"6'5""",214 lbs,1/6/96
"Sims, Steven",WR,HOU,82,"5'10""",176 lbs,3/31/97
"Singletary, Devin",RB,NYG,26,"5'7""",203 lbs,9/3/97
"Singleton, Alex",LB,DEN,49,"6'2""",240 lbs,12/7/93
"Skinner, JL",S,DEN,34,"6'4""",220 lbs,4/16/01
"Skipper, Dan",OT,DET,70,"6'9""",330 lbs,9/20/94
"Skoronski, Peter",OL,TEN,77,"6'4""",313 lbs,7/31/01
"Skowronek, Ben",WR,LAR,18,"6'3""",224 lbs,6/27/97
"Skule, Justin",OT,TB,77,"6'6""",315 lbs,11/23/96
"Slade, Jacob",DT,PIT,-,"6'4""",305 lbs,2/23/00
"Slater, Rashawn",OT,LAC,70,"6'4""",315 lbs,3/26/99
"Slaton, T.J.",DL,GB,93,"6'4""",330 lbs,10/3/97
"Slay, Darius",CB,PHI,2,"6'0""",190 lbs,1/1/91
"Slayton, Darius",WR,NYG,86,"6'1""",198 lbs,1/12/97
"Slye, Joey",K,JAC,-,"5'11""",213 lbs,4/10/96
"Smart, Tanzel",DL,NYJ,79,"6'1""",295 lbs,11/6/94
"Smartt, Stone",TE,LAC,84,"6'4""",226 lbs,10/4/98
"Smith, Braden",OT,IND,72,"6'6""",312 lbs,3/25/96
"Smith, Brandon",LB,PHI,47,"6'3""",241 lbs,4/12/01
"Smith, Cam",CB,MIA,24,"6'1""",180 lbs,12/21/00
"Smith, Chris",DL,DET,90,"6'1""",305 lbs,12/15/99
"Smith, D'Ante",OT,CIN,70,"6'5""",309 lbs,6/9/98
"Smith, DeVonta",WR,PHI,6,"6'0""",170 lbs,11/14/98
"Smith, Elerson",DE,LV,92,"6'7""",245 lbs,7/17/98
"Smith, Geno",QB,SEA,7,"6'3""",221 lbs,10/10/90
"Smith, Harrison",S,MIN,22,"6'2""",211 lbs,2/2/89
"Smith, Jeff",WR,ARI,86,"6'1""",195 lbs,4/21/97
"Smith, Jonnu",TE,MIA,-,"6'3""",248 lbs,8/22/95
"Smith, Keidron",DB,DEN,43,"6'2""",210 lbs,11/1/99
"Smith, Kion",OT,MIA,71,"6'5""",306 lbs,10/7/98
"Smith, Lecitus",OL,PHI,-,"6'3""",320 lbs,7/13/98
"Smith, Mazi",DT,DAL,58,"6'3""",337 lbs,6/16/01
"Smith, Nolan",LB,PHI,3,"6'2""",238 lbs,1/18/01
"Smith, Preston",LB,GB,91,"6'5""",265 lbs,11/17/92
"Smith, Roquan",LB,BAL,0,"6'1""",236 lbs,4/8/97
"Smith, Shi",WR,KC,-,"5'10""",190 lbs,10/26/98
"Smith, T.J.",DL,MIN,50,"6'3""",300 lbs,4/19/97
"Smith, Terell",DB,CHI,32,"6'0""",207 lbs,7/27/99
"Smith, Tremon",CB,DEN,1,"6'0""",190 lbs,7/20/96
"Smith, Tre'quan",WR,DET,-,"6'1""",210 lbs,1/7/96
"Smith, Trey",G,KC,65,"6'6""",321 lbs,6/16/99
"Smith, Tyler",OL,DAL,73,"6'6""",332 lbs,4/3/01
"Smith, Tyreke",LB,ARI,50,"6'3""",255 lbs,2/14/00
"Smith, Tyron",OT,NYJ,-,"6'5""",320 lbs,12/12/90
"Smith, Xavier",WR,LAR,19,"5'9""",174 lbs,9/21/97
"Smith, Za'Darius",DE,CLE,99,"6'4""",270 lbs,9/8/92
"Smith II, Chris",S,LV,29,"5'11""",195 lbs,5/1/00
"Smith Jr., Andre",LB,ATL,59,"6'0""",240 lbs,4/20/97
"Smith Jr., Irv",TE,KC,-,"6'2""",240 lbs,8/9/98
"Smith-Marsette, Ihmir",WR,CAR,-,"6'1""",185 lbs,8/29/99
"Smith-Njigba, Jaxon",WR,SEA,11,"6'0""",197 lbs,2/14/02
"Smith-Schuster, JuJu",WR,NE,7,"6'1""",215 lbs,11/22/96
"Smoot, Dawuane",LB,JAC,91,"6'3""",275 lbs,3/2/95
"Smyth, Charlie",K,NO,-,"6'4""",210 lbs,-
"Smythe, Durham",TE,MIA,81,"6'6""",246 lbs,9/8/95
"Sneed, L'Jarius",CB,TEN,38,"6'1""",192 lbs,1/21/97
"Snowden, Charles",DE,LV,49,"6'7""",245 lbs,3/27/98
"Sokol, Matt",TE,NE,87,"6'5""",258 lbs,11/9/95
"Sorsdal, Colby",OL,DET,75,"6'6""",315 lbs,3/1/00
"Sow, Sidy",OL,NE,62,"6'5""",318 lbs,6/8/98
"Spears, Tyjae",RB,TEN,32,"5'11""",195 lbs,6/15/01
"Spector, Baylon",LB,BUF,54,"6'0""",233 lbs,10/20/98
"Speed, Ameer",CB,IND,37,"6'3""",215 lbs,10/13/99
"Speed, E.J.",LB,IND,45,"6'4""",227 lbs,6/1/95
"Spencer, Marquiss",DL,NYJ,51,"6'4""",295 lbs,7/16/97
"Spillane, Robert",LB,LV,41,"6'1""",229 lbs,12/14/95
"Spiller, Isaiah",RB,LAC,28,"6'1""",215 lbs,8/9/01
"St. Brown, Amon-Ra",WR,DET,14,"6'0""",202 lbs,10/24/99
"Stafford, Matthew",QB,LAR,9,"6'3""",220 lbs,2/7/88
"Stanley, Ronnie",OT,BAL,79,"6'6""",315 lbs,3/18/94
"Steele, Terence",OT,DAL,78,"6'6""",310 lbs,6/4/97
"Steen, Tyler",OL,PHI,56,"6'6""",321 lbs,6/24/00
"Stenberg, Logan",G,TB,74,"6'6""",315 lbs,3/18/97
"Stephens, Brandon",DB,BAL,21,"6'1""",215 lbs,12/29/97
"Stephens Jr., John",WR,DAL,49,"6'5""",221 lbs,9/23/99
"Sterns, Caden",S,DEN,30,"6'1""",207 lbs,11/2/99
"Stevenson, Rhamondre",RB,NE,38,"6'0""",227 lbs,2/23/98
"Stevenson, Tyrique",DB,CHI,29,"6'0""",204 lbs,5/26/00
"Stewart, Grover",DT,IND,90,"6'4""",314 lbs,10/20/93
"Stewart, M.J.",S,HOU,29,"5'11""",200 lbs,9/16/95
"Stick, Easton",QB,LAC,-,"6'1""",224 lbs,9/15/95
"Stidham, Jarrett",QB,DEN,4,"6'3""",215 lbs,8/8/96
"Stille, Ben",DL,ARI,90,"6'4""",296 lbs,11/12/97
"Stills, Dante",DT,ARI,55,"6'4""",286 lbs,12/14/99
